"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
6098,"False","{{4573, 2288}, {3048, 1525}}","{{1, -381}, {-1, 1}, 1}",384,"{-380, 0}"
6098,"False","{{4517, 2816}, {2536, 1581}}","{{1, -1, 5, -1}, {-2, 2, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4517, 2536}, {2816, 1581}}","{{1, -1, 2, -2}, {-1, 5, -1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4469, 2600}, {2800, 1629}}","{{1, -1, 2, -2}, {-1, -5, 1, 1}, 1}",14,"{0, -4}"
6098,"False","{{4469, 2800}, {2600, 1629}}","{{1, 1, -5, -1}, {-2, 2, -1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5509, 2704}, {1200, 589}}","{{2, -2, -1, 13}, {1, 1, 1, 1}, 1}",22,"{12, 4}"
6098,"False","{{5509, 1200}, {2704, 589}}","{{1, 1, 1, 1}, {13, -1, -2, 2}, 1}",22,"{4, 12}"
6098,"False","{{3949, 3400}, {2496, 2149}}","{{1, -1, 3, -1, -1, -1}, {-1, -1, 3, 1, 1, 1}, 1}",16,"{0, 4}"
6098,"False","{{4469, 3640}, {2000, 1629}}","{{1, 2, -1, -1, -1}, {2, -2, 2, 1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4469, 2000}, {3640, 1629}}","{{1, 1, 2, -2, 2}, {-1, -1, -1, 2, 1}, 1}",14,"{4, 0}"
6098,"False","{{3949, 2496}, {3400, 2149}}","{{1, 1, 1, 3, -1, -1}, {-1, -1, -1, 3, -1, 1}, 1}",16,"{4, 0}"
6098,"False","{{4429, 2000}, {3696, 1669}}","{{1, 1, 1, -1, 2}, {-1, -1, -12, 1, 1}, 1}",22,"{4, -12}"
6098,"False","{{4429, 3696}, {2000, 1669}}","{{1, 1, -12, -1, -1}, {2, -1, 1, 1, 1}, 1}",22,"{-12, 4}"
6098,"False","{{5413, 1704}, {2176, 685}}","{{1, 10, -1, -1, -1}, {1, -1, 1, 1, 2}, 1}",20,"{8, 4}"
6098,"False","{{5413, 2176}, {1704, 685}}","{{2, 1, 1, -1, 1}, {-1, -1, -1, 10, 1}, 1}",20,"{4, 8}"
6098,"False","{{4605, 3344}, {2056, 1493}}","{{1, 3, 1, -1}, {2, -4, 1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4605, 2056}, {3344, 1493}}","{{1, 1, -4, 2}, {-1, 1, 3, 1}, 1}",14,"{0, 4}"
6098,"False","{{5981, 3976}, {176, 117}}","{{17, -1}, {-29, 1}, 1}",48,"{16, -28}"
6098,"False","{{4749, 3080}, {2080, 1349}}","{{1, -1, 1, -1}, {2, -4, -3, 1}, 1}",14,"{0, -4}"
6098,"False","{{4069, 3000}, {2752, 2029}}","{{1, 6, 2, -1}, {-1, 3, 1, 1}, 1}",16,"{8, 4}"
6098,"False","{{4069, 2752}, {3000, 2029}}","{{1, 1, 3, -1}, {-1, 2, 6, 1}, 1}",16,"{4, 8}"
6098,"False","{{4749, 2080}, {3080, 1349}}","{{1, -3, -4, 2}, {-1, 1, -1, 1}, 1}",14,"{-4, 0}"
6098,"False","{{5981, 176}, {3976, 117}}","{{1, -29}, {-1, 17}, 1}",48,"{-28, 16}"
6098,"False","{{5749, 3800}, {528, 349}}","{{5, -1, -1, -1, -1, -1}, {1, 1, 1, 1, -9, 1}, 1}",24,"{0, -4}"
6098,"False","{{5749, 528}, {3800, 349}}","{{1, -9, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, 5}, 1}",24,"{-4, 0}"
6098,"False","{{6029, 4000}, {104, 69}}","{{29, -1}, {-17, 1}, 1}",48,"{28, -16}"
6098,"False","{{6053, 1792}, {152, 45}}","{{20, 1, -1}, {-3, 1, 2}, 1}",28,"{20, 0}"
6098,"False","{{6053, 152}, {1792, 45}}","{{2, 1, -3}, {-1, 1, 20}, 1}",28,"{0, 20}"
6098,"False","{{6029, 104}, {4000, 69}}","{{1, -17}, {-1, 29}, 1}",48,"{-16, 28}"
6098,"False","{{4597, 2856}, {2416, 1501}}","{{1, -2, 2, -1}, {-5, 1, -1, 1}, 1}",14,"{0, -4}"
6098,"False","{{4597, 2416}, {2856, 1501}}","{{1, -1, 1, -5}, {-1, 2, -2, 1}, 1}",14,"{-4, 0}"
6098,"False","{{4669, 3000}, {2224, 1429}}","{{1, 8, -1}, {5, -2, 1}, 1}",18,"{8, 4}"
6098,"False","{{4669, 2224}, {3000, 1429}}","{{1, -2, 5}, {-1, 8, 1}, 1}",18,"{4, 8}"
6098,"False","{{5629, 5000}, {528, 469}}","{{5, -1, -1, -1, -1, -1}, {1, -9, 1, 1, 1, 1}, 1}",24,"{0, -4}"
6098,"False","{{4149, 2888}, {2800, 1949}}","{{1, 7, 1, -1}, {-1, 2, 2, 1}, 1}",16,"{8, 4}"
6098,"False","{{4149, 2800}, {2888, 1949}}","{{1, 2, 2, -1}, {-1, 1, 7, 1}, 1}",16,"{4, 8}"
6098,"False","{{5629, 528}, {5000, 469}}","{{1, 1, 1, 1, -9, 1}, {-1, -1, -1, -1, -1, 5}, 1}",24,"{-4, 0}"
6098,"False","{{5869, 800}, {1680, 229}}","{{2, 19, -1}, {-1, 1, 4}, 1}",28,"{20, 4}"
6098,"False","{{5869, 3360}, {400, 229}}","{{7, -1, -2}, {1, 10, 1}, 1}",22,"{4, 12}"
6098,"False","{{4189, 2856}, {2800, 1909}}","{{1, 32, -1}, {-1, 4, 1}, 1}",40,"{32, 4}"
6098,"False","{{4189, 2800}, {2856, 1909}}","{{1, 4, -1}, {-1, 32, 1}, 1}",40,"{4, 32}"
6098,"False","{{5869, 400}, {3360, 229}}","{{1, 10, 1}, {-2, -1, 7}, 1}",22,"{12, 4}"
6098,"False","{{5869, 1680}, {800, 229}}","{{4, 1, -1}, {-1, 19, 2}, 1}",28,"{4, 20}"
6098,"False","{{4221, 2992}, {2648, 1877}}","{{1, -1, -2, -1, -1}, {-1, -3, 1, 2, 1}, 1}",14,"{-4, 0}"
6098,"False","{{4221, 2648}, {2992, 1877}}","{{1, 2, 1, -3, -1}, {-1, -1, -2, -1, 1}, 1}",14,"{0, -4}"
6098,"False","{{5989, 816}, {800, 109}}","{{4, 9, -1}, {-1, 1, 4}, 1}",20,"{12, 4}"
6098,"False","{{5989, 1600}, {408, 109}}","{{7, -1, -2}, {1, 5, 2}, 1}",18,"{4, 8}"
6098,"False","{{4229, 3800}, {2080, 1869}}","{{1, 3, -1, -1, -1, -1}, {15, 1, 1, 1, 1, 1}, 1}",28,"{0, 20}"
6098,"False","{{4709, 2920}, {2240, 1389}}","{{1, -2, 2, -1}, {5, -1, -1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4709, 2240}, {2920, 1389}}","{{1, -1, -1, 5}, {-1, 2, -2, 1}, 1}",14,"{4, 0}"
6098,"False","{{4229, 2080}, {3800, 1869}}","{{1, 1, 1, 1, 1, 15}, {-1, -1, -1, -1, 3, 1}, 1}",28,"{20, 0}"
6098,"False","{{5989, 408}, {1600, 109}}","{{2, 5, 1}, {-2, -1, 7}, 1}",18,"{8, 4}"
6098,"False","{{5989, 800}, {816, 109}}","{{4, 1, -1}, {-1, 9, 4}, 1}",20,"{4, 12}"
6098,"False","{{4261, 3584}, {2184, 1837}}","{{1, -1, -2, -1, -1}, {-10, -1, 1, 1, 1}, 1}",20,"{-4, -8}"
6098,"False","{{5197, 1608}, {2912, 901}}","{{1, -1, 2, -1, -1}, {-2, 1, 2, 1, 2}, 1}",14,"{0, 4}"
6098,"False","{{4693, 3696}, {1784, 1405}}","{{1, -1, -1, -1, -1, -1}, {1, -1, -1, -1, 1, 1}, 1}",12,"{-4, 0}"
6098,"False","{{4693, 1784}, {3696, 1405}}","{{1, 1, -1, -1, -1, 1}, {-1, -1, -1, -1, -1, 1}, 1}",12,"{0, -4}"
6098,"False","{{5197, 2912}, {1608, 901}}","{{2, 1, 2, 1, -2}, {-1, -1, 2, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4261, 2184}, {3584, 1837}}","{{1, 1, 1, -1, -10}, {-1, -1, -2, -1, 1}, 1}",20,"{-8, -4}"
6098,"False","{{5725, 1072}, {1992, 373}}","{{1, -1, -1, -1, 7, -1}, {1, 1, 1, 1, 1, 3}, 1}",20,"{4, 8}"
6098,"False","{{5725, 3984}, {536, 373}}","{{5, -1, 1, -1}, {1, 4, 2, 1}, 1}",16,"{4, 8}"
6098,"False","{{4269, 3200}, {2440, 1829}}","{{1, 76, -1}, {-2, 1, 1}, 1}",82,"{76, 0}"
6098,"False","{{4269, 2440}, {3200, 1829}}","{{1, 1, -2}, {-1, 76, 1}, 1}",82,"{0, 76}"
6098,"False","{{5725, 536}, {3984, 373}}","{{1, 2, 4, 1}, {-1, 1, -1, 5}, 1}",16,"{8, 4}"
6098,"False","{{5725, 1992}, {1072, 373}}","{{3, 1, 1, 1, 1, 1}, {-1, 7, -1, -1, -1, 1}, 1}",20,"{8, 4}"
6098,"False","{{5141, 1904}, {2584, 957}}","{{1, 2, 1}, {-48, -1, 1}, 1}",54,"{4, -48}"
6098,"False","{{6061, 128}, {1752, 37}}","{{2, 3, -1}, {-1, 1, 24}, 1}",32,"{4, 24}"
6098,"False","{{6061, 1752}, {128, 37}}","{{24, 1, -1}, {-1, 3, 2}, 1}",32,"{24, 4}"
6098,"False","{{5141, 2584}, {1904, 957}}","{{1, -1, -48}, {1, 2, 1}, 1}",54,"{-48, 4}"
6098,"False","{{4309, 3504}, {2200, 1789}}","{{1, -3, -1, -1}, {-12, 2, 1, 1}, 1}",22,"{-4, -8}"
6098,"False","{{4309, 2200}, {3504, 1789}}","{{1, 1, 2, -12}, {-1, -1, -3, 1}, 1}",22,"{-8, -4}"
6098,"False","{{4597, 3624}, {1904, 1501}}","{{1, 1, 1, -1, -1, -1}, {1, 1, 1, -1, 1, 1}, 1}",12,"{0, 4}"
6098,"False","{{4597, 1904}, {3624, 1501}}","{{1, 1, -1, 1, 1, 1}, {-1, -1, -1, 1, 1, 1}, 1}",12,"{4, 0}"
6098,"False","{{5349, 1600}, {2504, 749}}","{{1, -1, 5, -1}, {4, 1, 1, 2}, 1}",16,"{4, 8}"
6098,"False","{{4357, 3808}, {1992, 1741}}","{{1, -1, 7, -1, -1, -1}, {3, 1, 1, 1, 1, 1}, 1}",20,"{4, 8}"
6098,"False","{{4357, 1992}, {3808, 1741}}","{{1, 1, 1, 1, 1, 3}, {-1, -1, -1, 7, -1, 1}, 1}",20,"{8, 4}"
6098,"False","{{5349, 2504}, {1600, 749}}","{{2, 1, 1, 4}, {-1, 5, -1, 1}, 1}",16,"{8, 4}"
6098,"False","{{4389, 3200}, {2344, 1709}}","{{1, 3, 1, -1}, {-4, 2, 1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4389, 2344}, {3200, 1709}}","{{1, 1, 2, -4}, {-1, 1, 3, 1}, 1}",14,"{0, 4}"
6098,"False","{{4413, 3088}, {2408, 1685}}","{{1, 20, -1}, {-3, 2, 1}, 1}",28,"{20, 0}"
6098,"False","{{4413, 2408}, {3088, 1685}}","{{1, 2, -3}, {-1, 20, 1}, 1}",28,"{0, 20}"
6098,"False","{{5797, 3408}, {512, 301}}","{{6, 1, -1, -2}, {-1, -5, 1, 1}, 1}",18,"{4, -4}"
6098,"False","{{4429, 3360}, {2200, 1669}}","{{1, -4, -1}, {38, 1, 1}, 1}",46,"{-4, 40}"
6098,"False","{{5261, 3296}, {1336, 837}}","{{2, -5, -1}, {-8, -1, 1}, 1}",18,"{-4, -8}"
6098,"False","{{5261, 1336}, {3296, 837}}","{{1, -1, -8}, {-1, -5, 2}, 1}",18,"{-8, -4}"
6098,"False","{{4429, 2200}, {3360, 1669}}","{{1, 1, 38}, {-1, -4, 1}, 1}",46,"{40, -4}"
6098,"False","{{5797, 512}, {3408, 301}}","{{1, 1, -5, -1}, {-2, -1, 1, 6}, 1}",18,"{-4, 4}"
6098,"False","{{4445, 3352}, {2192, 1653}}","{{1, -8, -1}, {18, 1, 1}, 1}",30,"{-8, 20}"
6098,"False","{{4445, 2192}, {3352, 1653}}","{{1, 1, 18}, {-1, -8, 1}, 1}",30,"{20, -8}"
6098,"False","{{5981, 1136}, {616, 117}}","{{5, 1, -1, -1}, {-2, -2, 1, 3}, 1}",16,"{4, 0}"
6098,"False","{{4845, 2672}, {2272, 1253}}","{{1, -1, -1, -3}, {4, -2, 1, 1}, 1}",14,"{-4, 4}"
6098,"False","{{4845, 2272}, {2672, 1253}}","{{1, 1, -2, 4}, {-3, -1, -1, 1}, 1}",14,"{4, -4}"
6098,"False","{{5981, 616}, {1136, 117}}","{{3, 1, -2, -2}, {-1, -1, 1, 5}, 1}",16,"{0, 4}"
6098,"False","{{4749, 2200}, {2912, 1349}}","{{1, -1, -2, -1, 3}, {-1, 1, 1, 2, 1}, 1}",14,"{0, 4}"
6098,"False","{{4749, 2912}, {2200, 1349}}","{{1, 2, 1, 1, -1}, {3, -1, -2, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4573, 3432}, {2032, 1525}}","{{1, -64, -1}, {2, 1, 1}, 1}",70,"{-64, 4}"
6098,"False","{{4573, 2032}, {3432, 1525}}","{{1, 1, 2}, {-1, -64, 1}, 1}",70,"{4, -64}"
6098,"False","{{5733, 4288}, {488, 365}}","{{6, 15, -1}, {-2, 1, 1}, 1}",26,"{20, 0}"
6098,"False","{{5733, 976}, {2144, 365}}","{{1, -1, -4}, {1, 8, 3}, 1}",18,"{-4, 12}"
6098,"False","{{5733, 2144}, {976, 365}}","{{3, 8, 1}, {-4, -1, 1}, 1}",18,"{12, -4}"
6098,"False","{{5733, 488}, {4288, 365}}","{{1, 1, -2}, {-1, 15, 6}, 1}",26,"{0, 20}"
6098,"False","{{5821, 408}, {3952, 277}}","{{1, 5, 2}, {-1, -2, 7}, 1}",18,"{8, 4}"
6098,"False","{{5821, 3952}, {408, 277}}","{{7, -2, -1}, {2, 5, 1}, 1}",18,"{4, 8}"
6098,"False","{{5541, 4384}, {704, 557}}","{{4, 2, -1, -1}, {-4, -2, 1, 1}, 1}",16,"{4, -4}"
6098,"False","{{5541, 704}, {4384, 557}}","{{1, 1, -2, -4}, {-1, -1, 2, 4}, 1}",16,"{-4, 4}"
6098,"False","{{4653, 3136}, {2144, 1445}}","{{1, -4, -1}, {3, 8, 1}, 1}",18,"{-4, 12}"
6098,"False","{{4653, 2144}, {3136, 1445}}","{{1, 8, 3}, {-1, -4, 1}, 1}",18,"{12, -4}"
6098,"False","{{6085, 96}, {824, 13}}","{{4, 1, -1}, {-1, 1, 32}, 1}",40,"{4, 32}"
6098,"False","{{6085, 824}, {96, 13}}","{{32, 1, -1}, {-1, 1, 4}, 1}",40,"{32, 4}"
6098,"False","{{4901, 2176}, {2696, 1197}}","{{1, 1, 2}, {-3, -14, 1}, 1}",22,"{4, -16}"
6098,"False","{{4749, 2600}, {2464, 1349}}","{{1, 2, -3}, {-7, 2, 1}, 1}",16,"{0, -4}"
6098,"False","{{5389, 2400}, {1592, 709}}","{{2, 1, -1, 2}, {-1, 1, 7, 1}, 1}",16,"{4, 8}"
6098,"False","{{4749, 2464}, {2600, 1349}}","{{1, 2, -7}, {-3, 2, 1}, 1}",16,"{-4, 0}"
6098,"False","{{5389, 1592}, {2400, 709}}","{{1, 7, 1, -1}, {2, -1, 1, 2}, 1}",16,"{8, 4}"
6098,"False","{{4901, 2696}, {2176, 1197}}","{{1, -14, -3}, {2, 1, 1}, 1}",22,"{-16, 4}"
6098,"False","{{6053, 304}, {896, 45}}","{{3, -1, -6}, {1, 1, 10}, 1}",22,"{-4, 12}"
6098,"False","{{6053, 896}, {304, 45}}","{{10, 1, 1}, {-6, -1, 3}, 1}",22,"{12, -4}"
6098,"False","{{5821, 2584}, {624, 277}}","{{5, 1, 2}, {-1, -12, 1}, 1}",22,"{8, -12}"
6098,"False","{{4941, 2192}, {2608, 1157}}","{{1, 1, 2}, {-5, -8, 1}, 1}",18,"{4, -12}"
6098,"False","{{5029, 4000}, {1344, 1069}}","{{2, 4, -1, -1}, {-2, -4, 1, 1}, 1}",16,"{4, -4}"
6098,"False","{{5197, 1248}, {3752, 901}}","{{1, 1, -1, 3}, {-1, 1, 6, 2}, 1}",16,"{4, 8}"
6098,"False","{{5197, 3752}, {1248, 901}}","{{2, 6, 1, -1}, {3, -1, 1, 1}, 1}",16,"{8, 4}"
6098,"False","{{5029, 1344}, {4000, 1069}}","{{1, 1, -4, -2}, {-1, -1, 4, 2}, 1}",16,"{-4, 4}"
6098,"False","{{4941, 2608}, {2192, 1157}}","{{1, -8, -5}, {2, 1, 1}, 1}",18,"{-12, 4}"
6098,"False","{{5821, 624}, {2584, 277}}","{{1, -12, -1}, {2, 1, 5}, 1}",22,"{-12, 8}"
6098,"False","{{4869, 3400}, {1760, 1229}}","{{1, -1, -2, 3, -1}, {1, 1, -1, 2, 1}, 1}",14,"{0, 4}"
6098,"False","{{4869, 2720}, {2200, 1229}}","{{1, 1, 3, 1, -2}, {2, -1, -1, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{4869, 2200}, {2720, 1229}}","{{1, -1, -1, -1, 2}, {-2, 1, 3, 1, 1}, 1}",14,"{0, 4}"
6098,"False","{{4869, 1760}, {3400, 1229}}","{{1, 2, -1, 1, 1}, {-1, 3, -2, -1, 1}, 1}",14,"{4, 0}"
6098,"False","{{6093, 544}, {56, 5}}","{{54, -1, -1}, {1, 1, 6}, 1}",64,"{52, 8}"
6098,"False","{{6093, 224}, {136, 5}}","{{22, -1, -1}, {1, 1, 14}, 1}",40,"{20, 16}"
6098,"False","{{6069, 400}, {440, 29}}","{{7, -1, -1, -1}, {-2, 1, 1, 8}, 1}",22,"{4, 8}"
6098,"False","{{4909, 2560}, {2280, 1189}}","{{1, 1, -6}, {3, -4, 1}, 1}",16,"{-4, 0}"
6098,"False","{{4909, 2432}, {2400, 1189}}","{{1, 27}, {11, 1}, 1}",40,"{28, 12}"
6098,"False","{{4909, 2400}, {2432, 1189}}","{{1, 11}, {27, 1}, 1}",40,"{12, 28}"
6098,"False","{{4909, 2280}, {2560, 1189}}","{{1, -4, 3}, {-6, 1, 1}, 1}",16,"{0, -4}"
6098,"False","{{6069, 440}, {400, 29}}","{{8, 1, 1, -2}, {-1, -1, -1, 7}, 1}",22,"{8, 4}"
6098,"False","{{6093, 136}, {224, 5}}","{{14, 1, 1}, {-1, -1, 22}, 1}",40,"{16, 20}"
6098,"False","{{6093, 56}, {544, 5}}","{{6, 1, 1}, {-1, -1, 54}, 1}",64,"{8, 52}"
6098,"False","{{6093, 1904}, {16, 5}}","{{190, -1, -1}, {1, 1, 2}, 1}",196,"{188, 4}"
6098,"False","{{5589, 1400}, {2032, 509}}","{{1, -1, -64}, {1, 1, 2}, 1}",70,"{-64, 4}"
6098,"False","{{4957, 2472}, {2288, 1141}}","{{1, 95}, {3, 1}, 1}",100,"{96, 4}"
6098,"False","{{4957, 2288}, {2472, 1141}}","{{1, 3}, {95, 1}, 1}",100,"{4, 96}"
6098,"False","{{5589, 2032}, {1400, 509}}","{{2, 1, 1}, {-64, -1, 1}, 1}",70,"{4, -64}"
6098,"False","{{6093, 16}, {1904, 5}}","{{2, 1, 1}, {-1, -1, 190}, 1}",196,"{4, 188}"
6098,"False","{{5549, 952}, {3200, 549}}","{{1, 2, -3}, {-2, 3, 3}, 1}",14,"{0, 4}"
6098,"False","{{5549, 3200}, {952, 549}}","{{3, 3, -2}, {-3, 2, 1}, 1}",14,"{4, 0}"
6098,"False","{{4989, 3800}, {1456, 1109}}","{{2, 2, -3, -1}, {-1, -5, 1, 1}, 1}",16,"{0, -4}"
6098,"False","{{4989, 1456}, {3800, 1109}}","{{1, 1, -5, -1}, {-1, -3, 2, 2}, 1}",16,"{-4, 0}"
6098,"False","{{6037, 168}, {2192, 61}}","{{1, -1, -8}, {1, 1, 18}, 1}",30,"{-8, 20}"
6098,"False","{{6037, 2192}, {168, 61}}","{{18, 1, 1}, {-8, -1, 1}, 1}",30,"{20, -8}"
6098,"False","{{5029, 4800}, {1120, 1069}}","{{2, 12, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, 1}",36,"{4, 12}"
6098,"False","{{5829, 1120}, {1400, 269}}","{{2, 4, -1, -1}, {3, 1, 1, 3}, 1}",16,"{4, 8}"
6098,"False","{{5029, 4200}, {1280, 1069}}","{{2, -8, -1, -1}, {-7, 1, 1, 1}, 1}",22,"{-8, -4}"
6098,"False","{{6069, 80}, {2200, 29}}","{{1, -1, -4}, {1, 1, 38}, 1}",46,"{-4, 40}"
6098,"False","{{5029, 2400}, {2240, 1069}}","{{1, 6, 5}, {2, 1, 1}, 1}",16,"{12, 4}"
6098,"False","{{5029, 2240}, {2400, 1069}}","{{1, 1, 2}, {5, 6, 1}, 1}",16,"{4, 12}"
6098,"False","{{6069, 2200}, {80, 29}}","{{38, 1, 1}, {-4, -1, 1}, 1}",46,"{40, -4}"
6098,"False","{{5029, 1280}, {4200, 1069}}","{{1, 1, 1, -7}, {-1, -1, -8, 2}, 1}",22,"{-4, -8}"
6098,"False","{{5829, 1400}, {1120, 269}}","{{3, 1, 1, 3}, {-1, -1, 4, 2}, 1}",16,"{8, 4}"
6098,"False","{{5029, 1120}, {4800, 1069}}","{{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 12, 2}, 1}",36,"{12, 4}"
6098,"False","{{5045, 4312}, {1232, 1053}}","{{2, 1, -1, -1, -1}, {5, -4, 1, 1, 1}, 1}",18,"{0, 4}"
6098,"False","{{5045, 1232}, {4312, 1053}}","{{1, 1, 1, -4, 5}, {-1, -1, -1, 1, 2}, 1}",18,"{4, 0}"
6098,"False","{{5149, 4072}, {1200, 949}}","{{2, -1, 1, -1, -1}, {2, 2, -2, 1, 1}, 1}",14,"{0, 4}"
6098,"False","{{5149, 1200}, {4072, 949}}","{{1, 1, -2, 2, 2}, {-1, -1, 1, -1, 2}, 1}",14,"{4, 0}"
6098,"False","{{5805, 4832}, {352, 293}}","{{8, 14, -1, -1}, {1, 1, 1, 1}, 1}",28,"{20, 4}"
6098,"False","{{5213, 4336}, {1064, 885}}","{{2, -1, -1, -1, -1, 8, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
6098,"False","{{5805, 1408}, {1208, 293}}","{{2, -1, -1, 4}, {1, 1, 4, 2}, 1}",16,"{4, 8}"
6098,"False","{{5101, 2464}, {2064, 997}}","{{1, 4, 7}, {1, 2, 1}, 1}",16,"{12, 4}"
6098,"False","{{5101, 2408}, {2112, 997}}","{{1, 1, 2, 4}, {1, 1, 1, 1}, 1}",12,"{8, 4}"
6098,"False","{{5101, 2112}, {2408, 997}}","{{1, 1, 1, 1}, {4, 2, 1, 1}, 1}",12,"{4, 8}"
6098,"False","{{5101, 2064}, {2464, 997}}","{{1, 2, 1}, {7, 4, 1}, 1}",16,"{4, 12}"
6098,"False","{{5805, 1208}, {1408, 293}}","{{2, 4, 1, 1}, {4, -1, -1, 2}, 1}",16,"{8, 4}"
6098,"False","{{5213, 1064}, {4336, 885}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, 8, -1, -1, -1, -1, 2}, 1}",24,"{8, 4}"
6098,"False","{{5805, 352}, {4832, 293}}","{{1, 1, 1, 1}, {-1, -1, 14, 8}, 1}",28,"{4, 20}"
6098,"False","{{5925, 4928}, {208, 173}}","{{14, 8, -1, -1}, {1, 1, 1, 1}, 1}",28,"{20, 4}"
6098,"False","{{5125, 4128}, {1208, 973}}","{{2, 4, -1, -1}, {2, 4, 1, 1}, 1}",16,"{4, 8}"
6098,"False","{{5125, 2416}, {2064, 973}}","{{1, 7, 4}, {1, 2, 1}, 1}",16,"{12, 4}"
6098,"False","{{5125, 2064}, {2416, 973}}","{{1, 2, 1}, {4, 7, 1}, 1}",16,"{4, 12}"
6098,"False","{{5125, 1208}, {4128, 973}}","{{1, 1, 4, 2}, {-1, -1, 4, 2}, 1}",16,"{8, 4}"
6098,"False","{{5925, 352}, {2912, 173}}","{{1, 1, 1, 1}, {14, -1, -1, 8}, 1}",28,"{4, 20}"
6098,"False","{{5141, 4624}, {1064, 957}}","{{2, -1, -1, 8, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",24,"{4, 8}"
6098,"False","{{5141, 2312}, {2128, 957}}","{{1, 1, 4, 2}, {1, 1, 1, 1}, 1}",12,"{8, 4}"
6098,"False","{{5141, 2128}, {2312, 957}}","{{1, 1, 1, 1}, {2, 4, 1, 1}, 1}",12,"{4, 8}"
6098,"False","{{5141, 1064}, {4624, 957}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, 8, -1, -1, 2}, 1}",24,"{8, 4}"
6098,"False","{{5261, 2672}, {1648, 837}}","{{2, 1, 1, -16}, {-1, -1, -3, 1}, 1}",26,"{-12, -4}"
6098,"False","{{5261, 1648}, {2672, 837}}","{{1, -3, -1, -1}, {-16, 1, 1, 2}, 1}",26,"{-4, -12}"
6098,"False","{{5989, 4080}, {160, 109}}","{{19, 2, -1}, {-1, 4, 1}, 1}",28,"{20, 4}"
6098,"False","{{5989, 160}, {4080, 109}}","{{1, 4, -1}, {-1, 2, 19}, 1}",28,"{4, 20}"
6098,"False","{{5429, 3632}, {1000, 669}}","{{3, 2, -1}, {-1, 24, 1}, 1}",32,"{4, 24}"
6098,"False","{{5429, 1000}, {3632, 669}}","{{1, 24, -1}, {-1, 2, 3}, 1}",32,"{24, 4}"
6098,"False","{{5309, 4760}, {880, 789}}","{{3, 1, -1, -1, -1, -1}, {15, 1, 1, 1, 1, 1}, 1}",28,"{0, 20}"
6098,"False","{{5309, 880}, {4760, 789}}","{{1, 1, 1, 1, 1, 15}, {-1, -1, -1, -1, 1, 3}, 1}",28,"{20, 0}"
6098,"False","{{5421, 4096}, {896, 677}}","{{3, -6, -1}, {10, 1, 1}, 1}",22,"{-4, 12}"
6098,"False","{{5421, 896}, {4096, 677}}","{{1, 1, 10}, {-1, -6, 3}, 1}",22,"{12, -4}"
6098,"False","{{5445, 2584}, {1376, 653}}","{{2, 1, 5}, {-12, -1, 1}, 1}",22,"{8, -12}"
6098,"False","{{5445, 1376}, {2584, 653}}","{{1, -1, -12}, {5, 1, 2}, 1}",22,"{-12, 8}"
6098,"False","{{6037, 3288}, {112, 61}}","{{27, -3}, {-5, 1}, 1}",36,"{24, -4}"
6098,"False","{{6037, 112}, {3288, 61}}","{{1, -5}, {-3, 27}, 1}",36,"{-4, 24}"
6098,"False","{{5957, 3088}, {272, 141}}","{{11, -7}, {-5, 1}, 1}",24,"{4, -4}"
6098,"False","{{5957, 272}, {3088, 141}}","{{1, -5}, {-7, 11}, 1}",24,"{-4, 4}"
6098,"False","{{5989, 200}, {3264, 109}}","{{1, -9}, {-3, 15}, 1}",28,"{-8, 12}"
6098,"False","{{5989, 3264}, {200, 109}}","{{15, -3}, {-9, 1}, 1}",28,"{12, -8}"
6098,"False","{{5589, 5080}, {560, 509}}","{{5, -1, -1, -1, -1, -1}, {-25, 1, 1, 1, 1, 1}, 1}",40,"{0, -20}"
6098,"False","{{5549, 4480}, {680, 549}}","{{4, 2, -1, -1}, {3, 3, 1, 1}, 1}",16,"{4, 8}"
6098,"False","{{5549, 2720}, {1120, 549}}","{{2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 12}, {1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, 1}",36,"{4, 12}"
