"Trace","Admissible","Matrix","Decomposition","Length of Walk","Final Position"
2562,"True","{{2121, 632}, {1480, 441}}","{{1, 2, 2, -1}, {-1, 2, 1, 2}, 1}",12,"{4, 4}"
2562,"True","{{2121, 1480}, {632, 441}}","{{2, 1, 2, -1}, {-1, 2, 2, 1}, 1}",12,"{4, 4}"
2562,"True","{{2201, 520}, {1528, 361}}","{{1, 2, -1, 2}, {-1, 1, 2, 2}, 1}",12,"{4, 4}"
2562,"True","{{2201, 1528}, {520, 361}}","{{2, 2, 1, -1}, {2, -1, 2, 1}, 1}",12,"{4, 4}"
2562,"True","{{1961, 1160}, {1016, 601}}","{{1, -2, -1, -2}, {-7, 1, 1, 1}, 1}",16,"{-4, -4}"
2562,"True","{{1961, 1016}, {1160, 601}}","{{1, 1, 1, -7}, {-2, -1, -2, 1}, 1}",16,"{-4, -4}"
2562,"True","{{2081, 920}, {1088, 481}}","{{1, 1, 2}, {-6, -3, 1}, 1}",14,"{4, -8}"
2562,"True","{{2081, 1088}, {920, 481}}","{{1, -3, -6}, {2, 1, 1}, 1}",14,"{-8, 4}"
2562,"True","{{2113, 1088}, {872, 449}}","{{1, 1, -1, -9}, {1, 1, 1, 1}, 1}",16,"{-8, 4}"
2562,"True","{{2113, 872}, {1088, 449}}","{{1, 1, 1, 1}, {-9, -1, 1, 1}, 1}",16,"{4, -8}"
2562,"True","{{2369, 376}, {1216, 193}}","{{1, 1, 2}, {-10, -1, 3}, 1}",18,"{4, -8}"
2562,"True","{{2369, 1216}, {376, 193}}","{{3, -1, -10}, {2, 1, 1}, 1}",18,"{-8, 4}"
2562,"True","{{2417, 1184}, {296, 145}}","{{4, 12}, {3, 1}, 1}",20,"{16, 4}"
2562,"True","{{2417, 592}, {592, 145}}","{{2, 6}, {6, 2}, 1}",16,"{8, 8}"
2562,"True","{{2417, 296}, {1184, 145}}","{{1, 3}, {12, 4}, 1}",20,"{4, 16}"
2562,"True","{{2513, 1184}, {104, 49}}","{{12, 4}, {3, 1}, 1}",20,"{16, 4}"
2562,"True","{{2513, 592}, {208, 49}}","{{6, 2}, {6, 2}, 1}",16,"{8, 8}"
2562,"True","{{2513, 296}, {416, 49}}","{{3, 1}, {12, 4}, 1}",20,"{4, 16}"
2562,"True","{{2561, 320}, {8, 1}}","{{160}, {4}, 1}",164,"{160, 4}"
2562,"True","{{2561, 160}, {16, 1}}","{{80}, {8}, 1}",88,"{80, 8}"
2562,"True","{{2561, 80}, {32, 1}}","{{40}, {16}, 1}",56,"{40, 16}"
2562,"True","{{2561, 64}, {40, 1}}","{{32}, {20}, 1}",52,"{32, 20}"
2562,"True","{{2561, 40}, {64, 1}}","{{20}, {32}, 1}",52,"{20, 32}"
2562,"True","{{2561, 32}, {80, 1}}","{{16}, {40}, 1}",56,"{16, 40}"
2562,"True","{{2561, 16}, {160, 1}}","{{8}, {80}, 1}",88,"{8, 80}"
2562,"True","{{2561, 8}, {320, 1}}","{{4}, {160}, 1}",164,"{4, 160}"
2578,"False","{{2485, 184}, {1256, 93}}","{{1, -1}, {-23, 7}, 1}",32,"{0, -16}"
2578,"False","{{2485, 1256}, {184, 93}}","{{7, -23}, {-1, 1}, 1}",32,"{-16, 0}"
2578,"False","{{2389, 680}, {664, 189}}","{{2, -1, -1}, {-1, -9, 2}, 1}",16,"{0, -8}"
2578,"False","{{2389, 664}, {680, 189}}","{{2, -9, -1}, {-1, -1, 2}, 1}",16,"{-8, 0}"
2578,"False","{{1933, 1288}, {968, 645}}","{{1, -1}, {-161, 1}, 1}",164,"{0, -160}"
2578,"False","{{1933, 968}, {1288, 645}}","{{1, -161}, {-1, 1}, 1}",164,"{-160, 0}"
2578,"False","{{2205, 1448}, {568, 373}}","{{2, -1, -1}, {-4, -5, 1}, 1}",14,"{0, -8}"
2578,"False","{{2205, 568}, {1448, 373}}","{{1, -5, -4}, {-1, -1, 2}, 1}",14,"{-8, 0}"
2578,"False","{{1749, 1576}, {920, 829}}","{{1, -5, -1, -1, -1, -1}, {-5, 1, 1, 1, 1, 1}, 1}",20,"{-8, 0}"
2578,"False","{{1749, 920}, {1576, 829}}","{{1, 1, 1, 1, 1, -5}, {-1, -1, -1, -1, -5, 1}, 1}",20,"{0, -8}"
2578,"False","{{1805, 1352}, {1032, 773}}","{{1, 32, -1}, {-2, 1, 1}, 1}",38,"{32, 0}"
2578,"False","{{1805, 1032}, {1352, 773}}","{{1, 1, -2}, {-1, 32, 1}, 1}",38,"{0, 32}"
2578,"False","{{2429, 1560}, {232, 149}}","{{5, 4, -1}, {1, -2, 1}, 1}",14,"{8, 0}"
2578,"False","{{2429, 312}, {1160, 149}}","{{1, 1, -2}, {5, -1, 4}, 1}",14,"{0, 8}"
2578,"False","{{1845, 1496}, {904, 733}}","{{1, 1, -1, -1}, {12, 2, 1, 1}, 1}",20,"{0, 16}"
2578,"False","{{1845, 904}, {1496, 733}}","{{1, 1, 2, 12}, {-1, -1, 1, 1}, 1}",20,"{16, 0}"
2578,"False","{{2525, 408}, {328, 53}}","{{4, 1, 3}, {-2, -1, 3}, 1}",14,"{8, 0}"
2578,"False","{{2525, 328}, {408, 53}}","{{3, -1, -2}, {3, 1, 4}, 1}",14,"{0, 8}"
2578,"False","{{2021, 1144}, {984, 557}}","{{1, 1, -2}, {9, -2, 1}, 1}",16,"{0, 8}"
2578,"False","{{2021, 984}, {1144, 557}}","{{1, -2, 9}, {-2, 1, 1}, 1}",16,"{8, 0}"
2578,"False","{{2117, 1768}, {552, 461}}","{{2, -8, -1, -1}, {-3, 1, 1, 1}, 1}",18,"{-8, 0}"
2578,"False","{{2117, 552}, {1768, 461}}","{{1, 1, 1, -3}, {-1, -1, -8, 2}, 1}",18,"{0, -8}"
2578,"False","{{2149, 1720}, {536, 429}}","{{2, -1, -1}, {54, 1, 1}, 1}",60,"{0, 56}"
2578,"False","{{2149, 536}, {1720, 429}}","{{1, 1, 54}, {-1, -1, 2}, 1}",60,"{56, 0}"
2578,"False","{{2229, 1496}, {520, 349}}","{{2, -1, -1}, {2, 13, 1}, 1}",20,"{0, 16}"
2578,"False","{{2229, 520}, {1496, 349}}","{{1, 13, 2}, {-1, -1, 2}, 1}",20,"{16, 0}"
2578,"False","{{2501, 472}, {408, 77}}","{{3, -2, -1}, {4, 1, 3}, 1}",14,"{0, 8}"
2578,"False","{{2501, 408}, {472, 77}}","{{3, 1, 4}, {-1, -2, 3}, 1}",14,"{8, 0}"
2578,"False","{{2493, 2408}, {88, 85}}","{{14, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1}, {2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1}, 1}",44,"{0, 16}"
2578,"False","{{2493, 616}, {344, 85}}","{{4, 1, 11}, {-1, -1, 2}, 1}",20,"{16, 0}"
2578,"False","{{2493, 344}, {616, 85}}","{{2, -1, -1}, {11, 1, 4}, 1}",20,"{0, 16}"
2578,"False","{{2493, 88}, {2408, 85}}","{{1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2}, {-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 14}, 1}",44,"{16, 0}"
2626,"True","{{2609, 264}, {168, 17}}","{{8, -4}, {-1, 5}, 1}",18,"{4, 4}"
2626,"True","{{2609, 168}, {264, 17}}","{{5, -1}, {-4, 8}, 1}",18,"{4, 4}"
2626,"True","{{2273, 504}, {1592, 353}}","{{1, 2, 1}, {-1, -13, 2}, 1}",20,"{4, -12}"
2626,"True","{{2273, 1592}, {504, 353}}","{{2, -13, -1}, {1, 2, 1}, 1}",20,"{-12, 4}"
2626,"True","{{2297, 656}, {1152, 329}}","{{1, -1}, {-82, 2}, 1}",86,"{0, -80}"
2626,"True","{{2297, 1152}, {656, 329}}","{{2, -82}, {-1, 1}, 1}",86,"{-80, 0}"
2626,"True","{{2553, 728}, {256, 73}}","{{5, -1}, {-18, 2}, 1}",26,"{4, -16}"
2626,"True","{{2553, 256}, {728, 73}}","{{2, -18}, {-1, 5}, 1}",26,"{-16, 4}"
2626,"True","{{2585, 736}, {144, 41}}","{{9, -1}, {-10, 2}, 1}",22,"{8, -8}"
2626,"True","{{2393, 528}, {1056, 233}}","{{1, -2, 1}, {2, -4, 2}, 1}",12,"{0, 0}"
2626,"True","{{2393, 1056}, {528, 233}}","{{2, -4, 2}, {1, -2, 1}, 1}",12,"{0, 0}"
2626,"True","{{2585, 144}, {736, 41}}","{{2, -10}, {-1, 9}, 1}",22,"{-8, 8}"
2626,"True","{{2345, 936}, {704, 281}}","{{2, 1, 1}, {-1, -24, 1}, 1}",30,"{4, -24}"
2626,"True","{{2345, 704}, {936, 281}}","{{1, -24, -1}, {1, 1, 2}, 1}",30,"{-24, 4}"
2626,"True","{{2537, 1008}, {224, 89}}","{{6, 1, 1}, {-1, -8, 1}, 1}",18,"{8, -8}"
2626,"True","{{2537, 224}, {1008, 89}}","{{1, -8, -1}, {1, 1, 6}, 1}",18,"{-8, 8}"
2626,"True","{{2617, 736}, {32, 9}}","{{41, -1}, {-2, 2}, 1}",46,"{40, 0}"
2626,"True","{{2617, 32}, {736, 9}}","{{2, -2}, {-1, 41}, 1}",46,"{0, 40}"
2626,"True","{{1865, 1232}, {1152, 761}}","{{1, -1, 1, -1}, {-1, 1, -9, 1}, 1}",16,"{0, -8}"
2626,"True","{{1865, 1152}, {1232, 761}}","{{1, -9, 1, -1}, {-1, 1, -1, 1}, 1}",16,"{-8, 0}"
2626,"True","{{2201, 1624}, {576, 425}}","{{2, 1, 2, -1}, {-3, 1, 1, 1}, 1}",12,"{4, 0}"
2626,"True","{{2201, 576}, {1624, 425}}","{{1, 1, 1, -3}, {-1, 2, 1, 2}, 1}",12,"{0, 4}"
2626,"True","{{2217, 1472}, {616, 409}}","{{2, -1, -1}, {-1, -20, 1}, 1}",26,"{0, -20}"
2626,"True","{{2137, 832}, {1256, 489}}","{{1, 1, -3, 1}, {-2, -1, -2, 1}, 1}",12,"{0, -4}"
2626,"True","{{2137, 1256}, {832, 489}}","{{1, -2, -1, -2}, {1, -3, 1, 1}, 1}",12,"{-4, 0}"
2626,"True","{{2217, 616}, {1472, 409}}","{{1, -20, -1}, {-1, -1, 2}, 1}",26,"{-20, 0}"
2626,"True","{{2329, 1544}, {448, 297}}","{{3, 1, 1, -1}, {-1, -1, -15, 1}, 1}",24,"{4, -16}"
2626,"True","{{1721, 1248}, {1248, 905}}","{{1, 1, -2, 1, -1}, {-1, 1, -2, 1, 1}, 1}",12,"{0, 0}"
2626,"True","{{2329, 448}, {1544, 297}}","{{1, -15, -1, -1}, {-1, 1, 1, 3}, 1}",24,"{-16, 4}"
2626,"True","{{2393, 1584}, {352, 233}}","{{3, -1, -1, -1}, {1, 1, -11, 1}, 1}",20,"{0, -8}"
2626,"True","{{2393, 352}, {1584, 233}}","{{1, -11, 1, 1}, {-1, -1, -1, 3}, 1}",20,"{-8, 0}"
2626,"True","{{2153, 1224}, {832, 473}}","{{1, -2, -1, -2}, {1, 1, -3, 1}, 1}",12,"{-4, 0}"
2626,"True","{{2153, 832}, {1224, 473}}","{{1, -3, 1, 1}, {-2, -1, -2, 1}, 1}",12,"{0, -4}"
2626,"True","{{2249, 1472}, {576, 377}}","{{2, -1, -1}, {-5, -4, 1}, 1}",14,"{0, -8}"
2626,"True","{{2249, 576}, {1472, 377}}","{{1, -4, -5}, {-1, -1, 2}, 1}",14,"{-8, 0}"
2626,"True","{{1769, 1504}, {1008, 857}}","{{1, -6, -1, -1, -1}, {-2, -1, 1, 1, 1}, 1}",16,"{-8, 0}"
2626,"True","{{2513, 696}, {408, 113}}","{{3, 2, -1}, {3, -1, 2}, 1}",12,"{4, 4}"
2626,"True","{{1769, 1008}, {1504, 857}}","{{1, 1, 1, -1, -2}, {-1, -1, -1, -6, 1}, 1}",16,"{0, -8}"
2626,"True","{{2345, 1872}, {352, 281}}","{{3, -1, -1, -1}, {1, -11, 1, 1}, 1}",20,"{0, -8}"
2626,"True","{{2345, 352}, {1872, 281}}","{{1, 1, -11, 1}, {-1, -1, -1, 3}, 1}",20,"{-8, 0}"
2626,"True","{{2033, 1288}, {936, 593}}","{{1, -3, -1, -1}, {3, 1, -1, 1}, 1}",12,"{-4, 4}"
2626,"True","{{2033, 936}, {1288, 593}}","{{1, -1, 1, 3}, {-1, -1, -3, 1}, 1}",12,"{4, -4}"
2626,"True","{{1841, 1544}, {936, 785}}","{{1, -3, -1, -1}, {-15, 1, 1, 1}, 1}",24,"{-4, -12}"
2626,"True","{{1841, 936}, {1544, 785}}","{{1, 1, 1, -15}, {-1, -1, -3, 1}, 1}",24,"{-12, -4}"
2626,"True","{{2441, 1568}, {288, 185}}","{{4, 5, -1}, {1, -2, 1}, 1}",14,"{8, 0}"
2626,"True","{{2441, 288}, {1568, 185}}","{{1, -2, 1}, {-1, 5, 4}, 1}",14,"{0, 8}"
2626,"True","{{2609, 1848}, {24, 17}}","{{54, -1, -1}, {1, 2, 1}, 1}",60,"{52, 4}"
2626,"True","{{2369, 504}, {1208, 257}}","{{1, 2, 1}, {-13, -1, 2}, 1}",20,"{4, -12}"
2626,"True","{{1865, 1584}, {896, 761}}","{{1, 2, -1, -1, -1}, {6, -1, 1, 1, 1}, 1}",16,"{0, 8}"
2626,"True","{{1865, 1344}, {1056, 761}}","{{1, -2, 1, 1, -1}, {-2, 1, -1, 1, 1}, 1}",12,"{0, 0}"
2626,"True","{{1865, 1008}, {1408, 761}}","{{1, 1, 1, -3}, {-1, -7, -1, 1}, 1}",16,"{0, -8}"
2626,"True","{{2369, 1208}, {504, 257}}","{{2, -1, -13}, {1, 2, 1}, 1}",20,"{-12, 4}"
2626,"True","{{2609, 24}, {1848, 17}}","{{1, 2, 1}, {-1, -1, 54}, 1}",60,"{4, 52}"
2626,"True","{{2057, 1016}, {1152, 569}}","{{1, -1, 20}, {-2, 1, 1}, 1}",26,"{20, 0}"
2626,"True","{{2129, 1336}, {792, 497}}","{{1, -1, -3, -1}, {1, 3, -1, 1}, 1}",12,"{-4, 4}"
2626,"True","{{2129, 792}, {1336, 497}}","{{1, -1, 3, 1}, {-1, -3, -1, 1}, 1}",12,"{4, -4}"
2626,"True","{{2057, 1152}, {1016, 569}}","{{1, 1, -2}, {20, -1, 1}, 1}",26,"{0, 20}"
2626,"True","{{1913, 1776}, {768, 713}}","{{1, 13, -1, -1, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",28,"{8, 8}"
2626,"True","{{1913, 1536}, {888, 713}}","{{1, 1, -1, -1}, {3, 7, 1, 1}, 1}",16,"{0, 12}"
2626,"True","{{1913, 888}, {1536, 713}}","{{1, 1, 7, 3}, {-1, -1, 1, 1}, 1}",16,"{12, 0}"
2626,"True","{{1913, 768}, {1776, 713}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, -1, -1, 13, 1}, 1}",28,"{8, 8}"
2626,"True","{{2553, 416}, {448, 73}}","{{3, 1, 4}, {-2, -1, 3}, 1}",14,"{8, 0}"
2626,"True","{{2553, 448}, {416, 73}}","{{3, -1, -2}, {4, 1, 3}, 1}",14,"{0, 8}"
2626,"True","{{1985, 1128}, {1128, 641}}","{{1, -3, -2}, {-2, -3, 1}, 1}",12,"{-4, -4}"
2626,"True","{{1993, 1792}, {704, 633}}","{{1, -1, -1, 5, -1, -1, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",20,"{0, 8}"
2626,"True","{{1993, 1408}, {896, 633}}","{{1, 1, -1, -1}, {2, 3, 2, 1}, 1}",12,"{0, 8}"
2626,"True","{{1993, 896}, {1408, 633}}","{{1, 2, 3, 2}, {-1, -1, 1, 1}, 1}",12,"{8, 0}"
2626,"True","{{1993, 704}, {1792, 633}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, -1, -1, 5, -1, -1, 1}, 1}",20,"{8, 0}"
2626,"True","{{2041, 1696}, {704, 585}}","{{1, -1, -1, -1, -1, 5, -1, -1}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",20,"{0, 8}"
2626,"True","{{2041, 1408}, {848, 585}}","{{1, 1, -1, -1}, {1, 3, 3, 1}, 1}",12,"{0, 8}"
2626,"True","{{2041, 848}, {1408, 585}}","{{1, 3, 3, 1}, {-1, -1, 1, 1}, 1}",12,"{8, 0}"
2626,"True","{{2041, 704}, {1696, 585}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {-1, -1, 5, -1, -1, -1, -1, 1}, 1}",20,"{8, 0}"
2626,"True","{{2105, 952}, {1152, 521}}","{{1, 2, -1, 2}, {-3, 1, 1, 1}, 1}",12,"{4, 0}"
2626,"True","{{2105, 1152}, {952, 521}}","{{1, 1, 1, -3}, {2, -1, 2, 1}, 1}",12,"{0, 4}"
2626,"True","{{2345, 1248}, {528, 281}}","{{2, 2, -4}, {1, -2, 1}, 1}",12,"{0, 0}"
2626,"True","{{2105, 1088}, {1008, 521}}","{{1, -1, -8}, {6, 1, 1}, 1}",18,"{-8, 8}"
2626,"True","{{2105, 1008}, {1088, 521}}","{{1, 1, 6}, {-8, -1, 1}, 1}",18,"{8, -8}"
2626,"True","{{2345, 624}, {1056, 281}}","{{1, 1, -2}, {2, -4, 2}, 1}",12,"{0, 0}"
2626,"True","{{2153, 1088}, {936, 473}}","{{1, -1, -24}, {2, 1, 1}, 1}",30,"{-24, 4}"
2626,"True","{{2153, 936}, {1088, 473}}","{{1, 1, 2}, {-24, -1, 1}, 1}",30,"{4, -24}"
2626,"True","{{2169, 1936}, {512, 457}}","{{2, 2, -1, -1, -1, -1}, {2, 2, 1, 1, 1, 1}, 1}",16,"{0, 8}"
2626,"True","{{2169, 1024}, {968, 457}}","{{1, 3, 4}, {2, 1, 1}, 1}",12,"{8, 4}"
2626,"True","{{2169, 968}, {1024, 457}}","{{1, 1, 2}, {4, 3, 1}, 1}",12,"{4, 8}"
2626,"True","{{2169, 512}, {1936, 457}}","{{1, 1, 1, 1, 2, 2}, {-1, -1, -1, -1, 2, 2}, 1}",16,"{8, 0}"
2626,"True","{{2433, 2024}, {232, 193}}","{{5, 9, -1, -1}, {1, 1, 1, 1}, 1}",20,"{12, 4}"
2626,"True","{{2433, 232}, {2024, 193}}","{{1, 1, 1, 1}, {-1, -1, 9, 5}, 1}",20,"{4, 12}"
2626,"True","{{2513, 2088}, {136, 113}}","{{9, 5, -1, -1}, {1, 1, 1, 1}, 1}",20,"{12, 4}"
2626,"True","{{2297, 576}, {1312, 329}}","{{1, -41}, {-2, 2}, 1}",46,"{-40, 0}"
2626,"True","{{2297, 1312}, {576, 329}}","{{2, -2}, {-41, 1}, 1}",46,"{0, -40}"
2626,"True","{{2513, 232}, {1224, 113}}","{{1, 1, 1, 1}, {9, -1, -1, 5}, 1}",20,"{4, 12}"
2626,"True","{{2297, 1968}, {384, 329}}","{{3, -1, -1, -1}, {-27, 1, 1, 1}, 1}",36,"{0, -24}"
2626,"True","{{2249, 1536}, {552, 377}}","{{2, -1, -1}, {7, 4, 1}, 1}",16,"{0, 12}"
2626,"True","{{2553, 128}, {1456, 73}}","{{1, -9}, {-2, 10}, 1}",22,"{-8, 8}"
2626,"True","{{2249, 1104}, {768, 377}}","{{1, -1, -1, -1, -1, -1, -1, 13}, {1, 1, 1, 1, 1, 1, 1, 1}, 1}",28,"{8, 8}"
2626,"True","{{2249, 768}, {1104, 377}}","{{1, 1, 1, 1, 1, 1, 1, 1}, {13, -1, -1, -1, -1, -1, -1, 1}, 1}",28,"{8, 8}"
2626,"True","{{2553, 1456}, {128, 73}}","{{10, -2}, {-9, 1}, 1}",22,"{8, -8}"
2626,"True","{{2249, 552}, {1536, 377}}","{{1, 4, 7}, {-1, -1, 2}, 1}",16,"{12, 0}"
2626,"True","{{2297, 384}, {1968, 329}}","{{1, 1, 1, -27}, {-1, -1, -1, 3}, 1}",36,"{-24, 0}"
2626,"True","{{2585, 72}, {1472, 41}}","{{1, -5}, {-2, 18}, 1}",26,"{-4, 16}"
2626,"True","{{2585, 1472}, {72, 41}}","{{18, -2}, {-5, 1}, 1}",26,"{16, -4}"
2626,"True","{{2569, 416}, {352, 57}}","{{4, 1, 3}, {-1, -2, 3}, 1}",14,"{8, 0}"
2626,"True","{{2569, 352}, {416, 57}}","{{3, -2, -1}, {3, 1, 4}, 1}",14,"{0, 8}"
2626,"True","{{2617, 368}, {64, 9}}","{{20, -1, -1, -1, -1}, {1, 1, 1, 1, 4}, 1}",32,"{16, 8}"
2626,"True","{{2345, 1144}, {576, 281}}","{{2, 10}, {7, 1}, 1}",20,"{12, 8}"
2626,"True","{{2345, 576}, {1144, 281}}","{{1, 7}, {10, 2}, 1}",20,"{8, 12}"
2626,"True","{{2617, 64}, {368, 9}}","{{4, 1, 1, 1, 1}, {-1, -1, -1, -1, 20}, 1}",32,"{8, 16}"
2626,"True","{{2465, 1272}, {312, 161}}","{{4, -8}, {-5, 1}, 1}",18,"{-4, -4}"
2626,"True","{{2393, 1936}, {288, 233}}","{{4, -1, -1, -1, -1}, {2, 1, 3, 1, 1}, 1}",16,"{0, 8}"
2626,"True","{{2393, 968}, {576, 233}}","{{2, 1, 1}, {3, 4, 1}, 1}",12,"{4, 8}"
2626,"True","{{2393, 576}, {968, 233}}","{{1, 4, 3}, {1, 1, 2}, 1}",12,"{8, 4}"
2626,"True","{{2393, 288}, {1936, 233}}","{{1, 1, 3, 1, 2}, {-1, -1, -1, -1, 4}, 1}",16,"{8, 0}"
2626,"True","{{2465, 312}, {1272, 161}}","{{1, -5}, {-8, 4}, 1}",18,"{-4, -4}"
2626,"True","{{2481, 616}, {584, 145}}","{{2, 18}, {2, 2}, 1}",24,"{20, 4}"
2626,"True","{{2481, 584}, {616, 145}}","{{2, 2}, {18, 2}, 1}",24,"{4, 20}"
2626,"True","{{2569, 2288}, {64, 57}}","{{20, -1, -1, -1, -1}, {4, 1, 1, 1, 1}, 1}",32,"{16, 8}"
2626,"True","{{2569, 1144}, {128, 57}}","{{10, 2}, {7, 1}, 1}",20,"{12, 8}"
2626,"True","{{2569, 128}, {1144, 57}}","{{1, 7}, {2, 10}, 1}",20,"{8, 12}"
2626,"True","{{2569, 64}, {2288, 57}}","{{1, 1, 1, 1, 4}, {-1, -1, -1, -1, 20}, 1}",32,"{8, 16}"
2626,"True","{{2625, 328}, {8, 1}}","{{164}, {4}, 1}",168,"{164, 4}"
2626,"True","{{2625, 8}, {328, 1}}","{{4}, {164}, 1}",168,"{4, 164}"
2642,"False","{{2581, 120}, {1312, 61}}","{{1, -1}, {-15, 11}, 1}",28,"{0, -4}"
2642,"False","{{2581, 1312}, {120, 61}}","{{11, -15}, {-1, 1}, 1}",28,"{-4, 0}"
2642,"False","{{2509, 264}, {1264, 133}}","{{1, -1}, {-33, 5}, 1}",40,"{0, -28}"
2642,"False","{{2509, 1264}, {264, 133}}","{{5, -33}, {-1, 1}, 1}",40,"{-28, 0}"
2642,"False","{{2421, 440}, {1216, 221}}","{{1, -1}, {-55, 3}, 1}",60,"{0, -52}"
2642,"False","{{2421, 1216}, {440, 221}}","{{3, -55}, {-1, 1}, 1}",60,"{-52, 0}"
2642,"False","{{2421, 1672}, {320, 221}}","{{4, -2, -1, -1}, {-1, 1, 3, 1}, 1}",14,"{0, 4}"
2642,"False","{{2421, 320}, {1672, 221}}","{{1, 3, 1, -1}, {-1, -1, -2, 4}, 1}",14,"{4, 0}"
2642,"False","{{2461, 696}, {640, 181}}","{{2, -1, -1}, {-3, -3, 2}, 1}",12,"{0, -4}"
2642,"False","{{2461, 640}, {696, 181}}","{{2, -3, -3}, {-1, -1, 2}, 1}",12,"{-4, 0}"
2642,"False","{{2053, 1072}, {1128, 589}}","{{1, 1, -6}, {-3, 2, 1}, 1}",14,"{-4, 0}"
2642,"False","{{2053, 1128}, {1072, 589}}","{{1, 2, -3}, {-6, 1, 1}, 1}",14,"{0, -4}"
2642,"False","{{1981, 1320}, {992, 661}}","{{1, -1}, {-165, 1}, 1}",168,"{0, -164}"
2642,"False","{{1981, 992}, {1320, 661}}","{{1, -165}, {-1, 1}, 1}",168,"{-164, 0}"
2642,"False","{{2317, 1272}, {592, 325}}","{{2, 1, -3}, {-6, 1, 1}, 1}",14,"{0, -4}"
2642,"False","{{2317, 592}, {1272, 325}}","{{1, 1, -6}, {-3, 1, 2}, 1}",14,"{-4, 0}"
2642,"False","{{2421, 1760}, {304, 221}}","{{4, 1, -1}, {-14, 1, 1}, 1}",22,"{4, -12}"
2642,"False","{{2421, 304}, {1760, 221}}","{{1, 1, -14}, {-1, 1, 4}, 1}",22,"{-12, 4}"
2642,"False","{{2029, 1264}, {984, 613}}","{{1, 4, -1}, {8, -1, 1}, 1}",16,"{4, 8}"
2642,"False","{{2029, 984}, {1264, 613}}","{{1, -1, 8}, {-1, 4, 1}, 1}",16,"{8, 4}"
2642,"False","{{2357, 1024}, {656, 285}}","{{2, -1, 1, 2}, {-1, -3, -1, 1}, 1}",12,"{4, -4}"
2642,"False","{{2357, 656}, {1024, 285}}","{{1, -1, -3, -1}, {2, 1, -1, 2}, 1}",12,"{-4, 4}"
2642,"False","{{2477, 1648}, {248, 165}}","{{5, -1}, {-41, 1}, 1}",48,"{4, -40}"
2642,"False","{{2581, 480}, {328, 61}}","{{4, 1, -1}, {-4, 1, 3}, 1}",14,"{4, 0}"
2642,"False","{{2581, 328}, {480, 61}}","{{3, 1, -4}, {-1, 1, 4}, 1}",14,"{0, 4}"
2642,"False","{{2477, 248}, {1648, 165}}","{{1, -41}, {-1, 5}, 1}",48,"{-40, 4}"
2642,"False","{{1765, 1392}, {1112, 877}}","{{1, -1, -1, -1, -1, -1}, {-1, -1, 1, -1, 1, 1}, 1}",12,"{-4, 0}"
2642,"False","{{1765, 1112}, {1392, 877}}","{{1, 1, -1, 1, -1, -1}, {-1, -1, -1, -1, -1, 1}, 1}",12,"{0, -4}"
2642,"False","{{2621, 1720}, {32, 21}}","{{41, -1}, {-5, 1}, 1}",48,"{40, -4}"
2642,"False","{{2621, 32}, {1720, 21}}","{{1, -5}, {-1, 41}, 1}",48,"{-4, 40}"
2642,"False","{{1981, 1240}, {1056, 661}}","{{1, -8, -1}, {-4, -1, 1}, 1}",16,"{-8, -4}"
2642,"False","{{1981, 1056}, {1240, 661}}","{{1, -1, -4}, {-1, -8, 1}, 1}",16,"{-4, -8}"
2642,"False","{{2277, 688}, {1208, 365}}","{{1, -1, -3, -1}, {-4, 1, 1, 2}, 1}",14,"{-4, 0}"
2642,"False","{{2277, 1208}, {688, 365}}","{{2, 1, 1, -4}, {-1, -3, -1, 1}, 1}",14,"{0, -4}"
2642,"False","{{1917, 1424}, {976, 725}}","{{1, 4, -1}, {-14, 1, 1}, 1}",22,"{4, -12}"
2642,"False","{{1917, 976}, {1424, 725}}","{{1, 1, -14}, {-1, 4, 1}, 1}",22,"{-12, 4}"
2642,"False","{{1933, 1328}, {1032, 709}}","{{1, 4, -1}, {-4, 3, 1}, 1}",14,"{4, 0}"
2642,"False","{{1933, 1032}, {1328, 709}}","{{1, 3, -4}, {-1, 4, 1}, 1}",14,"{0, 4}"
2642,"False","{{1981, 1488}, {880, 661}}","{{1, -28, -1}, {2, 1, 1}, 1}",34,"{-28, 4}"
2642,"False","{{1981, 880}, {1488, 661}}","{{1, 1, 2}, {-1, -28, 1}, 1}",34,"{4, -28}"
2642,"False","{{1989, 1168}, {1112, 653}}","{{1, -1, -1, -1, -2}, {-2, 1, -1, 1, 1}, 1}",12,"{-4, 0}"
2642,"False","{{1989, 1112}, {1168, 653}}","{{1, 1, -1, 1, -2}, {-2, -1, -1, -1, 1}, 1}",12,"{0, -4}"
