trace,admissible,L_class_number,commutator_class_number,walks
117614,True,52,52.0,21.23076923076923
117650,True,154,154.0,20.98701298701299
117758,True,128,128.0,22.5625
117762,True,226,226.0,22.194690265486727
117826,True,84,84.0,22.952380952380953
117870,True,182,182.0,22.747252747252748
117906,True,136,136.0,20.294117647058822
118014,True,104,104.0,21.692307692307693
118082,True,68,68.0,23.294117647058822
118206,True,160,160.0,22.65
118254,True,126,126.0,23.047619047619047
118290,True,160,160.0,22.05
118338,True,264,264.0,23.803030303030305
118510,True,72,72.0,21.22222222222222
118530,True,156,156.0,21.487179487179485
118546,True,110,110.0,21.963636363636365
118638,True,214,214.0,21.289719626168225
118674,True,88,88.0,21.181818181818183
118766,True,20,20.0,21.2
118782,True,260,260.0,21.323076923076922
118802,True,58,58.0,21.17241379310345
118974,True,62,62.0,20.903225806451612
119022,True,186,186.0,21.677419354838708
119058,True,148,148.0,21.783783783783782
119106,True,64,64.0,20.5
119230,True,172,172.0,21.441860465116278
119298,True,108,108.0,22.074074074074073
119406,True,112,112.0,21.214285714285715
119442,True,194,194.0,22.103092783505154
119486,True,40,40.0,22.6
119550,True,204,204.0,21.96078431372549
119554,True,60,60.0,21.866666666666667
119662,True,80,80.0,21.95
119698,True,76,76.0,21.894736842105264
119742,True,260,260.0,22.646153846153847
119790,True,204,204.0,22.392156862745097
119806,True,38,38.0,22.105263157894736
119810,True,114,114.0,22.105263157894736
119826,True,140,140.0,22.0
119874,True,252,252.0,21.714285714285715
119918,True,168,168.0,21.666666666666668
119954,True,56,56.0,21.0
120062,True,42,42.0,20.571428571428573
120066,True,128,128.0,20.5625
120130,True,16,16.0,23.0
120174,True,132,132.0,21.272727272727273
120210,True,240,240.0,21.433333333333334
120318,True,124,124.0,23.677419354838708
120386,True,56,56.0,20.285714285714285
120510,True,118,118.0,23.152542372881356
120558,True,164,164.0,22.390243902439025
120594,True,116,116.0,22.20689655172414
120642,True,42,42.0,23.61904761904762
120814,True,132,132.0,22.060606060606062
120834,True,84,84.0,22.476190476190474
120850,True,142,142.0,22.64788732394366
120942,True,124,124.0,22.06451612903226
120978,True,164,164.0,21.902439024390244
121070,True,92,92.0,23.17391304347826
121086,True,156,156.0,23.384615384615383
121106,True,164,164.0,23.975609756097562
121278,True,316,316.0,22.60759493670886
121326,True,160,160.0,21.85
121362,True,150,150.0,22.453333333333333
121410,True,258,258.0,21.271317829457363
121534,True,16,16.0,21.5
121602,True,162,162.0,22.098765432098766
121710,True,228,228.0,21.719298245614034
121746,True,172,172.0,21.302325581395348
121790,True,66,66.0,20.848484848484848
121854,True,244,244.0,21.147540983606557
121858,True,86,86.0,22.790697674418606
121966,True,28,28.0,20.857142857142858
122002,True,112,112.0,21.321428571428573
122046,True,76,76.0,21.894736842105264
122094,True,80,80.0,23.1
122110,True,118,118.0,22.406779661016948
122114,True,38,38.0,22.42105263157895
122130,True,200,200.0,22.12
122178,True,72,72.0,21.055555555555557
122222,True,36,36.0,18.88888888888889
122258,True,72,72.0,21.22222222222222
122366,True,32,32.0,22.75
122370,True,184,184.0,21.82608695652174
122434,True,132,132.0,21.696969696969695
122478,True,160,160.0,23.2
122514,True,134,134.0,23.28358208955224
122622,True,188,188.0,22.382978723404257
